Entity	Source	By-Statement
Ram	TOI	Municipal commissioner RAM said , we will pay for the services of the two machines from our smart city funds .
Ram	TOI	R RAM , head , ocean observation systems , said the device was primarily developed for scientific applications like studying the surf zone and collecting real-time ocean parameters like temperature , salinity and depth .
Ram	TOI	So this is typically a negotiation if you can say you will bring 1,000 jobs to that city , then you can have a good standing , said RAM , the former CEO of Zensar technologies .
Ram	TOI	Also , more than 150 acres of the marshland is encroached by central government buildings mass rapid transit system , National Institute of ocean technology , Centre for wind energy technology it parks and residential buildings , senior counsel and Amicus P s RAM said in his report .
Ram	TOI	N R RAM , former Corporator of Yediyur , said errors have crept in due to technical glitches .
Ram	TOI	In Telangana alone , nearly 5,000-6,000 teachers fear losing their job due to the revised norm , said RAM , president of the Telangana affiliated engineering colleges teachers Association , which is one among the key petitioners in the case .
Ram	TOI	Ulccs chairman RAM said the society will set up a high-tech dairy plant with a capacity to process one lakh litres of milk per day in Kozhikode district , which will be up and running by October 2018 .
Ram	TOI	Ulccs chairman RAM said the society will set up a high-tech dairy plant with a capacity to process one lakh litres of milk per day in Kozhikode district , which will be up and running by October 2018 .
Ram	TOI	The sources said municipal minister PERSON RAM had asked the civic body to invite tenders for units which could dispose of animal waste using black hole technology .
Ram	TOI	Coimbatore : Codissia president R RAM said the Codissia defence innovation and incubation centre , launched by the defence minister RAM in Trichy on Sunday , would likely be set up at the forthcoming industrial park at Kallapalayam in the city .
Ram	TOI	Speaking to toi , RAM said this was the first defence innovation hub to come up in the country .
Ram	TOI	Codissia would own the land and the building , while a section 8 company and a special purpose vehicle ( SPV ) would be formed under the title Codissia defence innovation and incubation centre , RAM said .
Ram	TOI	This would be a major boost to Msmes as small industries could otherwise not afford to carry out innovation or R & D activities , RAM said .
Ram	TOI	PERSON , CEO of native angels network , which has given RS 65 lakh to the startup , said Vilfresh has growth potential , as people were increasingly going for natural and organic products today .
Ram	TOI	Smart city projects executive engineer RAM said that they will be finalizing an agency for the same soon .
Ram	TOI	Mahesh RAM , an official with Indore smart city development Ltd said that these lots would work on hydraulic system with multiple levels to accommodate maximum vehicles in limited space .
Ram	TOI	We have been operating our smelter with the best-in-class technology , adapting best practices followed globally and shall continue to do so , said P RAM , CEO , Sterlite copper .
Ram	TOI	We hope to get a 15M-20M high model of the PSLV or the PERSON by April next year , science centres project coordinator RAM told this newspaper on Thursday .
Ram	TOI	Ndmc chairperson RAM said the portal would be divided into various sections such as best practises adopted in the field of E-Mobility , education , energy saving , e-governance and physical social health .
Ram	IE	As a master systems integrator , we will provide leading edge technology solutions including high-end analytics , mobile surveillance and high-tech tools like drone , said s N RAM , deputy managing director and president , Larsen & Toubro .
Ram	IE	As a master systems integrator , we will provide leading edge technology solutions including high-end analytics , mobile surveillance and high-tech tools like drone , said s N RAM , deputy managing director and president , Larsen & Toubro .
Ram	IE	Dr RAM said , once we get an approval from the engineering wing , the garden will be made ready in six months .
Ram	IE	Prince RAM , director ( information technology ) , said , it is a turning point for the city beautiful which has embarked upon its journey to become a smart city .
Ram	IE	The government policy system must also encourage such an attitude , said R RAM , principal scientific adviser to the government of India .
Ram	IE	We want this process to be cashless , said RAM , joint commissioner of police , ( traffic ) .
Ram	IE	We hope that inadvertent misdeeds of one person outside our department will not undermine the true spirit of team startup India , RAM said .
Ram	IE	Watch video | Delhi deputy cm Manish Sisodia under CBI scanner : find out what Happenedlt governor returned Netaji Subhash Institute of technology bill , asking for its reconsideration , assembly speaker RAM told the House today during the ongoing winter session .
Ram	IE	While RAM had said that the motivation of his paper was not political and was focused on technical aspects , the EAC note said , given the fact that his paper lacks rigour in terms of specific data sources and description ; alternative hypothesis ; rationale of equation specifications , use of Dummies , and Robustness-Check diagnostics of estimated equations ; and choice of countries in the sample and a specific list ; it would not stand the scrutiny of academic or policy research standards .
Ram	IE	As a master systems integrator , we will provide leading edge technology solutions including high end analytics , mobile surveillance and high-tech tools like drones , said s N RAM , deputy managing director and president , Larsen & Toubro .
Ram	IE	As a master systems integrator , we will provide leading edge technology solutions including high end analytics , mobile surveillance and high-tech tools like drones , said s N RAM , deputy managing director and president , Larsen & Toubro .
Ram	IE	I am confident that startups in both geographies would benefit immensely from this MOU , Telangana it minister PERSON RAM said in a statement .
Ram	IE	Cashless PERSON the governments move to push for a digital , cashless economy , RAM said across the world people are moving towards cash and its the opposite in India .
Ram	IE	( source : file photo ) the centre is eager to accord tribal status to the 11 Gorkha communities , but some technical problems are holding it back for now , Union tribal affairs minister RAM said in Kalimpong on Sunday .
Ram	IE	Only Favouritism and corruption have been seen in the last five years , says PERSON , an entrepreneur from Puducherry .
Ram	IE	Speaking on the sidelines of the second day of the 73rd annual Indian Academy of Sciences ( PERSON ) annual meeting , professor RAM said that taking part in the surveys helps Indian universities get access to public funds .
Ram	HT	She ( PERSON ) has come back to parliament after recovering and is ready to meet them , RAM told reporters at the ongoing international engineering sourcing show organised by PERSON on Thursday .
Ram	HT	Their point is very important because the difference in state board and central board syllabus is huge , and to expect students to study two separate curricula for college exams and eventually for the entrance exam will be too much , said RAM , joint director , directorate of technical education ( dte ) , Maharashtra .
Ram	HT	The passenger ratio to each PERSON personnel is too high for efficient safety control and hence , engineering modulations such as PSDs are required to keep safety measures in check , Dr RAM , associate professor in transport planning at school of planning and architecture , said .
Ram	HT	Dr RAM , director , Pgimer , said , the IAC has approved 250 faculty , 350 senior residents and 300 technical posts .
Ram	HT	We are happy to provide whatever encouragement is needed , said RAM , joint director , directorate of technical education ( dte ) .
Ram	HT	We hope to gain acceptance from members of the public for vehicles sharing this kind of space with them , said RAM , chief executive at PERSON , which developed the technology behind the shuttle .
Ram	HT	We are convinced that if we are to play a meaningful role nationally and in the comity of nations we must be second to none in the application of advanced technologies to the real problems of the man and society , RAM once said .
Ram	HT	But , removal of mangroves would lead to the ocean taking over land surface , said Professor TV RAM , head , energy and wetland research group , Indian Institute of science , Bengaluru .
Ram	HT	Tata Institute of social sciences ( Tiss ) director s RAM has asked his students not to get involved in the kind of student politics being played on the Delhi University ( du ) and PERSON University ( Jnu ) campuses .
Ram	Telegraph	Liberalised Use/Technology neutrality is enshrined in our licences and there is simply no justification for us to pay an Auction-Discovered price for the permission to do what we are already entitled to , said PERSON . RAM , resident director ( regulatory affairs ) of Vodafone India .
Ram	Telegraph	Retired town planner RAM said : the challenge of achieving the target of getting selected for smart city category is colossal .
Ram	Telegraph	Bbrains Scholastic centre chairman RAM said experts would discuss various Sub-Themes such as energy , food processing and conservation technology , Agro-Electronics , nano-technology , nano-electronics , solid waste management as part of the conference .
Ram	Telegraph	Manas RAM , director , software technology park of India , said : this incubation centre will be a boost to local entrepreneurs as it would provide a platform where the start-ups ( small companies or individuals ) can get amenities required to set up a company .
Ram	Telegraph	Allowing FDI in multi-brand retail will bring in much needed investments , technologies and efficiencies to unlock the true potential of the agricultural value chain , RAM said .
Ram	Telegraph	Parliamentary secretary PERSON said the present day world was dependent on information technology but the people of BTC were lagging behind in this sector .
Ram	Telegraph	Picture by Deepak Kumar Patna , July 17 : this independence day , chief minister RAM would announce the construction of two million toilets despite public health and engineering department ( Phed ) minister PERSON Prasad Singh today developing a cold feet in the assembly on the possibility of a debate on the issue because of the States poor execution record in the last fiscal .
Ram	Telegraph	Savita RAM , a resident of PERSON village in Nalanda district , said her popularity level has soared since becoming a clean energy entrepreneur .
Ram	NIE	Meanwhile , KT RAM announced an initiative which will help the startups .
Ram	NIE	Meanwhile , KT RAM announced an initiative which will help the startups .
Ram	NIE	She ( PERSON ) has come back to parliament after recovering and is ready to meet them , RAM told reporters at the ongoing international engineering sourcing show organised by Eepc India here yesterday .
Ram	NIE	Hyderabad : in the current situation , when Prime Minister PERSON is urging every individual in the country to go cashless and opt the digital path , the role of software industry becomes all the more important and relevant , it minister KT RAM said .
Ram	NIE	Colombo : Indias commerce minister RAM said here on Tuesday , that India has not given any time frame for negotiating an economic and technical cooperation agreement ( Etca ) with Sri Lanka , although the Sri Lankan government would like it to be signed by December this year .
Ram	NIE	Kalimpong : the centre is eager to accord tribal status to the 11 Gorkha communities , but some technical problems are holding it back for now , Union tribal affairs minister RAM said here today .
Ram	NIE	When asked about his response on the Indian Institute of science , which had recently given a report that not more than 9 Tmcft of water would be availed as against 24 Tmcft of water from the PERSON project , RAM said , the project was taken up as experts had given the opinion that more than 24 TMC of water can be lift if the project materialises .
Ram	NIE	Ridiculing the idea of cashless economy , RAM said nowhere in the world has such kind of economy been fully implemented .
Ram	NIE	However , g RAM , one of the acting MD of Kitco , the consultants for the project , told express that the problem was caused due to the use of a new technology deck continuity , which is used in many parts in North India with good results .
Ram	NIE	Attempting to assuage their sentiments , RAM said in future events it would be ensured to have the picture of the prime minister on display boards and banners of smart city project .
Ram	NIE	For such innovations , crowdfunding ensures a win-win for everyone - it cuts Go-To- market costs for the innovator , and the consumers get directly from the manufacturer at affordable prices , Fueladream.Com CMO RAM said .
Ram	NIE	S RAM , professor of electrical and electronics engineering , Anna University , said Second-Semester classes for first-year students began only on January 2 and Saturday classes would continue depending on the requirement .
Ram	NIE	M RAM , Tjac chief , said , the federation collected information which confirms that even after constant demands , government is yet to reimburse about RS 4,500 crore fee dues to private colleges which include intermediate , degree , engineering and pharmacy colleges .
Ram	NIE	New Delhi : commerce and industry minister RAM said the union budget for 2017-18 provides renewed impetus to the governments make in India initiative , manufacturing , and export infrastructure .
Ram	NIE	By Ianspanaji : GOA chief minister RAM , who holds a degree in alternative medicine , on Saturday said he would never have become chief minister had he obtained an PERSON or engineering degree .
Ram	NIE	Earlier , senior advisor to ministry of earth sciences , RAM said data from the Indian network was rejected till 2007-08 by global weather numerical prediction centres due to its errors because of its non-GPS systems .
Ram	NIE	One of the Senior-Most environment scientists in the country , RAM said the technical Upgradation have led to improved forecasting .
Ram	NIE	Visit to Someshwara temple at Ulsoorrequesting her to review the visa policy , RAM said that fast growing and high value tech sectors relied on effective immigration policy that attracted high-skilled workers and minimised barriers to the flow of talented people .
Ram	NIE	Visit to Someshwara temple at Ulsoorrequesting her to review the visa policy , RAM said that fast growing and high value tech sectors relied on effective immigration policy that attracted high-skilled workers and minimised barriers to the flow of talented people .
Ram	NIE	Speaking on the occasion , RAM said that Telangana is a fast growing start up state which encourages innovation and entrepreneurship to make Hyderabad a major global destination .
Ram	NIE	But now , the government is forcing us to go cashless , said RAM , a vendor in Shivajinagar .
Ram	NIE	More programmes in Vedic science should be encouraged , RAM said .
Ram	NIE	I think it is high time that counseling is taken seriously both by Institute and by students to help their peers , N RAM , a mechanical engineering student said .
Ram	NIE	By Ptine Delhi : prime minister PERSON government in its second term will implement more economic reforms , raise investment in the farm sector , provide Collateral-Free loans to entrepreneurs and further simplify GST to boost economic growth , president RAM said on Thursday .
Ram	NIE	Professor RAM of political sciences department , University of Madras , said that the PERSON with bulls can no longer establish control over the sport after such social and historic movements and once centrality of ownership gets removed , social changes happen .
Ram	NIE	Claiming that he had obtained documents on the encroachments through RTI over the last six months , RAM said , I have evidence that 2,300 high-rise complexes which include shopping malls , tech parks , hotels and hospitals were built on storm water drains and ecologically sensitive areas .
Ram	NIE	Claiming that he had obtained documents on the encroachments through RTI over the last six months , RAM said , I have evidence that 2,300 high-rise complexes which include shopping malls , tech parks , hotels and hospitals were built on storm water drains and ecologically sensitive areas .
Ram	NIE	PERSON is an initiative to empower the girl child with technology , exposure and mentoring , said RAM , after inaugurating Karnatakas flagship event on it and electronics Bengaluruite .
Ram	NIE	New Delhi : terming the company formed to create it backbone for rollout of GST as anti-national , BJP MP RAM today said the goods and services tax ( GST ) bill can be passed by parliament only if Gstn gets security Clearancethe goods and services tax network ( Gstn ) is the special purpose vehicle that was formed under the previous upa regime to set up the information technology backbone for rolling out the indirect tax regime that will replace myriad local levies .
Ram	NIE	The focus will be on young entrepreneurs with innovative ideas , RAM said .
Ram	NIE	There are 30-plus universities participating which cover areas like engineering , management and specialised subjects , said RAM , a scientist by profession and the organiser of the event .
Ram	NIE	Vijayawada : chief minister PERSON RAM said on Sunday that drone technology will be used in tourism , agriculture , mines , forests , irrigation projects , maintenance of law and order and municipal administration for real-time governance .
Ram	NIE	Speaking at a review meeting with the officials of AP fiber grid project at his residence here , RAM said that drone technology had come handy for crowd control , RAM management and crime control during the recently concluded PERSON .
Ram	NIE	By PERSON : from PERSON to PERSON , and from research labs to manufacturing floors , India and Switzerland have immense scope to collaborate with Switzerland in various sectors , especially in science and technology , president RAM said on Thursday .
Ram	NIE	Riding without helmet tops the Listof violations Bookedk RAM of Janaagraha said , we from Janaagraha are happy to work with the Bengaluru RAM police for the public eye app , and it is a success story in the civic tech sphere on how the government and non-profits could work together , use technology and bring services closer to the people .
Ram	NIE	Riding without helmet tops the Listof violations Bookedk RAM of Janaagraha said , we from Janaagraha are happy to work with the Bengaluru RAM police for the public eye app , and it is a success story in the civic tech sphere on how the government and non-profits could work together , use technology and bring services closer to the people .
Ram	NIE	Talking about the importance of IPR as a whole , RAM says that any innovation in any field needs to be patented .
Ram	NIE	S RAM , chairman , Tata Institute of social sciences said innovation of the future would be not how much I could do alone but how one could connect to the world .
Ram	NIE	Hyderabad : the state government is planning to develop a mobility engineering cluster in Hyderabad , it minister KT RAM said .
Ram Nath Kovind	NIE	By PERSON : from PERSON to PERSON , and from research labs to manufacturing floors , India and Switzerland have immense scope to collaborate with Switzerland in various sectors , especially in science and technology , president PERSON said on Thursday .
Randeep Singh Surjewala	NIE	By Aninew Delhi : prime minister PERSON led BJP government at the centre made PERSON a part of 'Make in India ' by removing the firm from the list of blacklisted helicopter design and manufacturing companies , said Congress spokesperson PERSON Sunday .
Read	NIE	Guntur : town and country planning department additional director read said that the government was set to expedite the process of resolving the building Penalisation scheme ( BPS ) applications by using a new software .
Read	TOI	Even the average package offered by companies to those from this branch is much higher , said Nln read , placement officer at Chaitanya Bharathi Institute of technology , adding that quite often students seeking a career in electronics and communication and electrical and electronics engineering end up seeking jobs in it firms .
Read	TOI	To clear the air , we have again issued a circular and placed it on our website asking colleges to admit the candidates after verifying all original certificates and taking tuition fee as directed by the high court , said B Karunakar read , Vice-Chancellor , Kaloji Narayana Rao University of health sciences ( PERSON ) .
Sarbananda Sonowal	DecH	Assam chief minister Sarbanandasonowal , who attended the just concluded fair , said people have a lot to learn from these practices of the PERSON which exemplify the cashless tenets of the modern day society .
Sarbananda Sonowal	NIE	Assam chief minister Sarbanandasonowal , who attended the just concluded fair , said people have a lot to learn from these practices of the PERSON which exemplify the cashless tenets of the modern day society .
Satya Nadella	HT	Microsoft CEO satyanadella said technology companies need to be able to recruit talent from abroad when necessary .
Satya Nadella	NIE	New Delhi : Microsoft CEO satyanadella on Wednesday announced the integration of Skype and Aadhaar to launch the Skype Lite for low speed mobile Internet connections , which will be supported by Aadhaar and will enable technology that can empower people and organisations .
Satya Nadella	NIE	While announcing the collaboration , Microsoft CEO satyanadella said that this was a move towards empowering every Indian organisation with technology .
Shashi Tharoor	Telegraph	( PERSON ) the mobile phone is empowering the underclass in a way 45 years of talking about socialism never did , said Shashitharoor on Saturday evening , taking a swipe at his friends in the CPM who had dubbed cellular technology a plaything of the elite and opposed its entry into India .
Shashi Tharoor	TOI	Congress MP Shashitharoor said the state government and other agencies could use the expertise of organizations like Credai for such initiatives , adding that there was a need to explore sustainable building ideas , innovations and new technology .
Shashi Tharoor	TOI	Thiruvananthapuram : MP Shashitharoor asked the corporation to adopt of time-tested projects and technologies for an effective solid waste management system in the state capital .
Shashi Tharoor	TOI	Releasing a Half-Term progress report of the projects he had undertaken as Thiruvananthapuram 's MP , PERSON said the corporation could have sought the technical assistance of Barcelona , if the Cpm-Led local self-government institution had taken a receptive attitude towards the twin city project proposed by him .
Shashi Tharoor	NIE	Bengaluru : Congress MP Shashitharoor on Saturday said that what the central government has been doing to facilitate startups is not enough .
Shashi Tharoor	NIE	For any preferential ties with India after leaving the European Union , Britain should understand that what India can best offer is its people and their skills , its students , its it and software professionals and so on and I am not saying Indians should migrate here , PERSON said .
Shashi Tharoor	NIE	Enacting this law before bringing in a robust data protection law will have a bearing on the right to privacy , Shashitharoor said .
Shashi Tharoor	DecH	Delivering the keynote address at grand finale Teenovators 2016 , a national innovation challenge for young minds , organised by ink and Manipal University here , Shashitharoor said the growing faith in the innovation potentials in India to solve the problems is no real surprise .
Shashi Tharoor	DecH	If on one hand , we go around saying make in India , startup India and digital India and want to attract foreign investors , we ca n't do so if we are condoning hatred in India at the same time , PERSON said in reference to the flagship schemes launched by the PERSON government .
Shashi Tharoor	IE	If on one hand , we go around saying make in India , startup India and digital India and want to attract Foreigninvestors , we cant do so if we are condoning hatred in India at the same time , PERSON said in reference to the flagship schemes launched by the PERSON government .
Shashi Tharoor	IE	You will need to accept that Indias strengths are in providing services , people and expertise in areas like it and software , Shashitharoor said .
Shashi Tharoor	IE	For any preferential ties with India after leaving the European Union , Britain should understand that what India can best offer is its people and their skills , its students , its it and software professionals and so on and I am not saying Indians should migrate here , PERSON said .
Shinzo Abe	IE	It seems that Shinzoabe had told visiting Ex-Defence minister PERSON that he was convinced that North Koreas missile technology had been obtained from Pakistans AQ Khan , who had stolen the designs from various Western countries .
Shukla	NIE	Now , there is a solution for it , says PERSON , CEO and co- founder , Smarterhomes technologies .
Shukla	DecH	This will create hundreds of high-tech jobs locally and lead to a flow of cutting edge technologies to India should it be selected in the governmental helicopter tenders , said s P Shukla , chairman , Mahindra defence systems limited .
Shukla	DecH	This will create hundreds of high-tech jobs locally and lead to a flow of cutting edge technologies to India should it be selected in the governmental helicopter tenders , said s P Shukla , chairman , Mahindra defence systems limited .
Shukla	IE	We also collect a fire compliance report for the annex building from the agency In-Charge of installing the equipment in July and December every year , said g P Shukla , deputy engineering officer of the Pwd , adding that the equipment was last tested on June 5 .
Shukla	IE	Having worked with him firsthand , I know he will be a fine leader for the IPL and will bring unmatched innovation , passion , and vision to the role , said Shukla .
Shukla	HT	The event was organised to ensure that students become aware citizens once they step outside the campus , said Professor PERSON , head of the department , political science , RD National college .
Siddaramaiah	DecH	They have invited me to have a look at the technology and actual process used for generating power out of waste , so that it may be replicated in Karnataka , Siddaramaiah said .
Siddaramaiah	DecH	Siddaramaiah , in his 2016-17 budget , announced free laptops to PERSON/St students in government engineering colleges , Polytechnics and government degree colleges .
Siddaramaiah	DecH	Recalling how the heavy monsoons this year had ruined Arecanut crops in the coastal region , Siddaramaiah said that the scientists from University of agriculture sciences must come up with innovative technologies .
Siddaramaiah	DecH	Karnataka aims at being Bio-Economic power house of world : Cmbengaluru , Feb 9 , 2015 ( PTI ) 16:12 PERSON chief minister PERSON today said the state aims to be the Bio-Economic powerhouse of the world and announced that the Bio-Innovation centre in the city will soon be operational .
Siddaramaiah	DecH	Siddaramaiah said the state promoted PERSON centre will soon be operational , giving plenty of opportunities for innovative ideas to be commercialised and leading to blossoming of several start-ups in the fields of life sciences and pharmaceuticals .
Siddaramaiah	DecH	The government will hold a meeting with its legal and technical teams before attending the meeting , Siddaramaiah said .
Siddaramaiah	DecH	Inaugurating the summit with the theme 'Innovation for inclusive growth ' , Karnataka chief minister PERSON said .
Siddaramaiah	DecH	Cm Rues 'Suppression ' of intolerance Debatebengaluru , Jan 27 , 2016 , Dhns : 0:17 Istnoting that the development of a nation can not be achieved through religious fundamentalism , chief minister PERSON has said that a country can witness growth only through scientific and technological progress and by imbibing rational thoughts .
Siddaramaiah	DecH	Quoting former prime minister PERSON , Siddaramaiah said that politics and religion had become outdated and that this was an era of science and spiritualism .
Siddaramaiah	DecH	Siddaramaiah said the preliminary work for Phase-Ii such as Geo-Technical investigations and land acquisitions have progressed considerably .
Siddaramaiah	DecH	Speaking at the event , Siddaramaiah said , these days , fewer students are taking up pure science .
Siddaramaiah	DecH	Later , at a party event at which former Vice-Chancellor of the University of agricultural sciences , Dr PERSON , was feted , Siddaramaiah said he and PERSON were poles apart .
Siddaramaiah	DecH	Meanwhile , speaking at the inauguration of newly constructed buildings for the government nature cure and yoga Medical College and hostel and government PERSON hospital , Siddaramaiah said that he does not own any house in Mysuru and would construct one after the completion of his tenure .
Siddaramaiah	DecH	Meanwhile , speaking at the inauguration of newly constructed buildings for the government nature cure and yoga Medical College and hostel and government PERSON hospital , Siddaramaiah said that he does not own any house in Mysuru and would construct one after the completion of his tenure .
Siddaramaiah	DecH	Siddaramaiah said the country has been lagging behind in higher education and universities must concentrate on providing quality education while laying emphasis on basic science .
Siddaramaiah	DecH	The growth potential of aerospace and defence industry has attracted global majors like Boeing , Honeywell , Airbus , EADS , Pratt & Whitney , Rolls Royce and UTC aerospace to set up their engineering and design services in this tech hub , PERSON told at least 300 delegates participating in the three-day event .
Siddaramaiah	DecH	The growth potential of aerospace and defence industry has attracted global majors like Boeing , Honeywell , Airbus , EADS , Pratt & Whitney , Rolls Royce and UTC aerospace to set up their engineering and design services in this tech hub , PERSON told at least 300 delegates participating in the three-day event .
Siddaramaiah	DecH	Mandya Medical College found lacking in PERSON , April 03 , 2016 , PERSON warns cancellation of recognition ; sets one-month Deadlineeven as chief minister PERSON has announced to increase the number of seats in Mandya Institute of medical sciences ( Mims ) from 100 to 150 in the budget , the medical Council of India ( MCI ) has put it on hold , citing lack of facilities in the hospital .
Siddaramaiah	DecH	Speaking at the valedictory ceremony of the golden jubilee celebration of the University of agricultural sciences , Bangalore , Siddaramaiah said the commission would look into how farmers could get good prices for their produce .
Siddaramaiah	DecH	Siddaramaiah said the matter was also to be considered by the Karnataka Neeravari Nigam and the technical committee of the irrigation department , which will submit a report to the board .
Siddaramaiah	DecH	Chief minister PERSON also announced Vignana-Sugnana , a scheme to promote science education by introducing science courses at graduate and postgraduate levels .
Siddaramaiah	DecH	Chief minister PERSON said the state government will finalise its stand to be taken before the tribunal after holding one more round of discussion with its legal and technical teams .
Siddaramaiah	DecH	No Load-Sheddingchief minister PERSON said that there was no need for Load-Shedding in the state as the technical snag at the Bellary and Udupi power plants had been rectified .
Siddaramaiah	DecH	Speaking after inaugurating the much-delayed RS 30-Crore Prof C N R Rao underpass near the Indian Institute of science , Siddaramaiah said : some of the projects are being undertaken by the Bbmp and the state government .
Siddaramaiah	DecH	We can make a law against superstition but they can be removed only if people develop scientific temper , Siddaramaiah said .
Siddaramaiah	DecH	Siddaramaiah said the government has asked National Institute of technology , PERSON , in Suratkal and the minerals exploration corporation limited to identify the extent of iron ore extracted from these mines illegally .
Siddaramaiah	DecH	Speaking on use of technology in agriculture , Siddaramaiah said , Karnataka is in the forefront .
Siddaramaiah	DecH	Still a science Studentchief minister PERSON , who went down memory lane , recalling his days as a science student at Yuvarajas college , a constituent College of the University of Mysore , four decades ago , said , even today , I feel as a student of science .
Siddaramaiah	DecH	Siddaramaiah said that Karnataka was the only state to set up a vision group on science and technology , currently headed by Bharat Ratna C N R Rao .
Siddaramaiah	DecH	'Make in India ' happening in PERSON : PERSONbengaluru , Jan 7 , 2016 , ( Ians ) 13:45 Istchief minister PERSON has said that make in India is happening in PERSON , citing the investments the state has attracted .
Siddaramaiah	DecH	Addressing a press conference after his tour , Siddaramaiah said there was no dearth of technical experts but what was lacking was quality and dedication in execution of development projects .
Siddaramaiah	DecH	4 crore , making PERSON the leading state for its e-governance initiatives , chief minister PERSON said at an event here on Monday .
Siddaramaiah	DecH	Japan interested in Bangalore-Mysore bullet train project : Siddubangalore , Sept 16 , 2013 , ( PTI ) 18:00 Istjapan has evinced interest in funding and sharing technology in a bullet train project in Karnataka , chief minister PERSON said here today .
Siddaramaiah	DecH	Siddaramaiah said he had a meeting with Japan 's minister for education , culture , sports , science and technology , PERSON , on the sidelines of the world economic forum meeting at Dalian in China .
Siddaramaiah	DecH	The project , which is being undertaken to quench the thirst of Drought-Prone areas of PERSON , Chikkaballapur and Bengaluru rural districts , has been prepared after obtaining opinion from technical experts on the pros and cons of the project , said Siddaramaiah .
Siddaramaiah	DecH	It is important to empower poor farmers with information and communication technology to increase farm productivity and protect their livelihoods , Siddaramaiah said .
Siddaramaiah	DecH	Siddaramaiah said that progress in science and technology should be utilised for the progress of the society .
Siddaramaiah	DecH	Speaking at the inauguration of college of horticulture and laying the foundation stone for student hostels on the University of agriculture sciences campus on Ballari road , Siddaramaiah said : agriculture universities , which came into being to help develop the agriculture sector , have failed to protect the interests of farmers .
Siddaramaiah	DecH	Speaking to reporters , Siddaramaiah said as many as 4,500 services will be brought under PERSON , a major step in the field of information and technology .
Siddaramaiah	DecH	Karnataka to incubate 20,000 start-ups : PERSONbengaluru , DEC 8 , 2015 , ( Ians ) 17:14 Istthe tech-savy state of Karnataka will incubate about 20,000 start-ups by 2020 to create six lakh direct and 12 lakh indirect jobs , chief minister PERSON said on Tuesday .
Siddaramaiah	DecH	Karnataka to incubate 20,000 start-ups : PERSONbengaluru , DEC 8 , 2015 , ( Ians ) 17:14 Istthe tech-savy state of Karnataka will incubate about 20,000 start-ups by 2020 to create six lakh direct and 12 lakh indirect jobs , chief minister PERSON said on Tuesday .
Siddaramaiah	DecH	We are setting up a start-up cell as a one-stop-shop to help young entrepreneurs float start-ups and guide them in launching their Ventures as they will have little knowledge of corporate affairs , Siddaramaiah said , flagging off the 18th edition of Bangalore Ite .
Siddaramaiah	DecH	Noting that the start-up policy covered information technology , biotechnology and manufacturing sectors , Siddaramaiah said a start-up Council under his chairmanship would review implementation of the policy on a regular basis for feedback and suggestions .
Siddaramaiah	DecH	Highlighting the advantages PERSON has , chief minister PERSON said the state has a unique and powerful combination of engaged citizens , Hi-Technology and outstanding talent supported by a well-oiled governance machinery .
Siddaramaiah	DecH	Siddaramaiah told the audience the state , especially Bengaluru , has Indian Institute of science and Indian Institute of management and headquarters of ISRO , Drdo and many It-Bt companies .
Siddaramaiah	DecH	On Yettinaholeasked whether the state government will go ahead with the proposed Yettinahole project in the wake of a recent report by the Indian Institute of science that not more than nine Tmcft of water was available , Siddaramaiah said experts have told the government that more than 24 Tmcft of water was available .
Siddaramaiah	DecH	PERSON government proposed to set up a centre of excellence in data science and artificial intelligence and cyber security centre here , chief minister PERSON said in the state 2017-18 budget today .
Siddaramaiah	DecH	Unveiling the budgetary proposals in the assembly , Siddaramaiah announced a total allocation of RS 299 crore to it , BT and science and technology department .
Siddaramaiah	DecH	Siddaramaiah said it is also proposed to establish artificial intelligence and robotics Centre at Iiit , Bengaluru at a cost of RS five crore .
Siddaramaiah	DecH	Under the new schemes relating to e-governance for 2017-18 , every district will be brought under the scope of service of process by establishing 'Karnataka one ' centres in more than 18 district centres , Siddaramaiah said .
Siddaramaiah	DecH	During 2017-18 , a total grant of RS 189 crore has been provided to the e-governance department , Siddaramaiah said .
Siddaramaiah	DecH	Banks should give priority to the poor , who promptly repay loans , and loans given to rich entrepreneurs many a time have been declared non-performing assets , Siddaramaiah said .
Siddaramaiah	DecH	Stressing that his government was not attempting to infringe upon an individuals religious beliefs or faith , Siddaramaiah said the proposed bill would work towards instilling a scientific temper in people .
Siddaramaiah	DecH	Mentioning that places like Raichur , PERSON , PERSON and PERSON are vying for a campus of the Indian Institute of technology ( IIT ) , as announced in the union budget , Siddaramaiah said : only one IIT has been granted to the state .
Siddaramaiah	DecH	Centre will decide IIT location : Cmapril 12 , 2015 , PERSON , Dhns : 2:33 Istchief minister PERSON said on Saturday that the state would recommend the names of Raichur , PERSON-Dharwad and PERSON for setting up the Indian Institute of technology ( IIT ) in Karnataka and the union government may choose a place after its team visits these places to study the feasibility .
Siddaramaiah	DecH	On the tax administration front , Siddaramaiah said the e-governance initiative for collecting taxes would be strengthened .
Siddaramaiah	NIE	Shivamogga : societies cant develop unless citizens let go of superstition and develop scientific temper , said chief minister PERSON .
Siddaramaiah	NIE	More programmes in Vedic science should be encouraged , Siddaramaiah said .
