Entity	Source	By-Statement
Ram	TOI	if the company is not purchasing more land in other villages, farmers cannot start an agitation and stop the project, said ram of ramgarh village.
Ram	TOI	we managed to stop it from spreading to paliem, said cashew farmer ram however, farmers are not sure about the arambol site, where the fire was still raging.
Ram	TOI	district revenue officer ( dro ) ram told farmers while chairing the monthly farmers grievances meet here on friday.
Ram	TOI	leader of opposition (lop), ram said that the state government had failed on law and order front and did not keep its promise of serving farmers interests.
Ram	TOI	the industry also expects the gst level to be rationalised to a lower level (28 per cent to 18 per cent) to accommodate the downturn in sales, ram said.
Ram	TOI	r ram , 52, a former licensed shrimp farm owner now involved in agriculture, said it is mandatory to register a shrimp farm with the coastal aquaculture authority (caa) and ensure that the coastal regulation zone (crz) is not violated but many farmers do not abide by the regulations, creating a threat to biodiversity by using unrecommended chemical feeders and discharging untreated chemical effluents directly into the lake.
Ram	TOI	v ram 48, another farmer from marakkanam, said the discharge of untreated chemical waste and effluents was gradually affecting the fertility of the soil and yield when they used the contaminated water for irrigation.
Ram	IE	i&b minister m venkaiah ram told reporters that modi explained to nda leaders the importance of the gst bill and the need to pass it.
Ram	IE	making similar demand, cpi(m) general secretary ram said that in the meeting they told the government that there should be discussion on demonetisation for two days as it has severely impacted the people across india, who have suffered due to this irrational move.
Ram	IE	party senior spokesperson c p ram said the modi government in three years of being in power has put the agriculture sector in the icu as it is gripped with widespread distress and farmers are committing suicide due to bjps anti-farmer policies and its callous approach.
Ram	IE	repeated loan waivers by various state governments distort credit pricing, thereby also disrupting the credit market, former rbi governor ram had said.
Ram	IE	communist party of india-marxist (cpi-m) leader ram said the issue of the gst bill cannot be settled between the congress and the ruling bharatiya janata party (bjp) alone.
Ram	IE	stating that government will withdraw cases against farmers and innocents after considering all the cases, ram in his reply said there is no pardon to those involved in causing destruction to 12 government offices,court and public property and also those who attacked police personnel.
Ram	IE	the centres new notification imposing restrictions on cattle trade will cause an enormous financial burden on farmers, thereby further contributing to the agrarian crisis, karnataka chief minister ram has said in a letter to prime minister narendra modi.
Ram	IE	elder brother ram says farming has become a loss-making proposition because farmers are unable to recover even input costs.
Ram	IE	however, there will not be any problem with regard to atms functioning, ram told reporters.
Ram	IE	moreover, farmers could now pay electricity bills in four installments in a year, if the amount is above rs 10,000, energy minister shrikant ram said.
Ram	IE	so one modi created gst,the other modi made sure it did not happen, ram said.
Ram	IE	despite his opposition to demonetisation, ram said there was no evidence that majority of the jan dhan accounts were used for money laundering post-currency withdrawal.
Ram	IE	jairam ram (congress) said no one government can take credit for gst.
Ram	IE	jairam ram (congress) said no one government can take credit for gst and quoted a conversation between lord krishna and arjuna: die following your religion than following that of the other.
Ram	IE	meanwhile, addressing mlas on the premises of the delhi assembly on the gst, chief economic advisor ram said he completely agreed on the principle of bringing liquor and land under the gst and all states should come together to make it happen.
Ram	IE	responding to the opposition parties, commerce and industry minister ram said the government was seized of the problems being faced by drought-hit farmers in tamil nadu and that finance minister arun jaitley, agriculture minister radha mohan singh and water resources minister ram bharti have already met delegations from the state.
Ram	IE	crop sown not getting insurance is being taken up, ram said during zero hour, adding crop insurance coverage is being increased.
Ram	IE	d ram (cpi) said the government was waiving loans of other sectors and asked why it couldnt do the same for farmers.
Ram	IE	the aadhaar card details were registered with the student bank accounts, said dr vinod ram , head of government model high school, sector 34.
Ram	IE	the centres demonetisation drive did not have any impact on rabi sowing and prices of crops like paddy, soyabean and maize, niti aayog member ram has said.
Ram	IE	more and more bills are certified as money bills to bypass the rajya sabha, ram told the bench which asked, what ex-facie can you show us in it (aadhaar bill) that does not fall in the criteria for money bill.
Ram	IE	pressing for the scrutiny of the speakers decision to certify the aadhaar bill as money bill, ram said it is important to see what can be certified as money bill.
Ram	IE	environment minister ram said, if the centre can promise loan waiver for farmers in uttar pradesh if voted to power, why cant they do the same in maharashtra.
Ram	IE	the sc order came a week after karnataka chief minister ram said the state could not release the river waters when farmers and the common man are distressed and even drinking water is not available in the cauvery catchment areas (in karnataka).
Ram	IE	p ram said that the demonetisation move would hit the gdp.
Ram	IE	(source: ani_news/twitter) p ram said that the demonetisation move would hit the gdp.
Ram	IE	(source: ani_news/twitter)former finance minister p ram on wednesday said the gdp of india would take a hit of at least one per cent if not two owing to the demonetisation move by prime minister narendra modi.
Ram	IE	seeking to debunk the exaggerated claims of the prime minister, ram said instead of targeting black money and corruption, the government has targeted the poor.
Ram	IE	cashless economyon the governments move to push for a digital, cashless economy, ram said across the world people are moving towards cash and its the opposite in india.
Ram	IE	amid criticism over the demonetisation move affecting many people and its overall benefits, ram claimed that while the whole nation stood with the prime minister, the opposition chose to be with the corrupt people.
Ram	IE	on the allegations relating to the lynching of a dairy farmer in alwar in rajasthan and similar incidents, ram said law and order was a state subject.
Ram	IE	bjp leader n ram , a member of the legislative council, says the telangana government precipitated the agrarian crisis by advising farmers to sow red gram and chilli instead of cotton.
Ram	IE	b'backing chief minister ram on the issue of cauvery water sharing with tamil nadu, janata dal (secular) national secretary general danish ali on sunday said when farmers and the common man are distressed and even drinking water is not available in cauvery catchment areas, how can the karnataka government release the river waters.
Ram	IE	it is now connecting india to the world, ram said adding that the summit will be a golden opportunity for global investors to understand key recent policy reforms like the goods and services tax and the measures being taken in the country to boost economic growth.
Ram	IE	finance minister ram claimed there was no record of the cabinet meeting of november 8 which, according to the government, had taken the demonetisation decision.
Ram	IE	pointing out that the rules, if implemented in their letter and spirit, would defeat the very purpose of certain sections of the prevention of cruelty to animals act, ram said the rules pertaining to the constitution of animal market monitoring committees and animal market committees would disturb a well established structure, which was in accordance with the karnataka agricultural produce marketing (regulation) act.
Ram	HT	in his speech to the joint sitting of both houses, president ram said, the campaign against black money will be taken forward at a faster pace.
Ram	HT	chief minister ram recently said the state had suffered a crop loss of rs 25,000 crore.
Ram	HT	commerce and industry minister ram today said amercian phone-maker apples demand for tax incentives to set up a manufacturing unit in the country will have be looked at after the goods and services tax (gst) is rolled out.
Ram	HT	ram ram , political analyst and former professor, haryana agricultural university, hisar, said hussains move may not necessarily translate into a win for the party in mewat, where muslims are in a majority.
Ram	HT	i dont know what the note contains but the conclusion i believe was that demonetisation is not a wise step, ram told ht.
Ram	HT	asked if his opposition to demonetisation could have been a reason for the nda government not to give another term to the then rbi governor, ram said, in retrospect, that could be one of the reasons but i think there were other reasons also.
Ram	HT	ram ram , a political analyst and former professor, haryana agricultural university, hissar, said that the bjp is likely to emerge as the winner in the region.
Ram	HT	the impact of demonetisation was bound to show up on the growth figures, said dk ram , chief economist of crisil, while forecasting 7.
Ram	HT	pointing out that the rules, if implemented in their letter and spirit, would defeat the very purpose of certain sections of the prevention of cruelty to animals act, ram said the rules pertaining to the constitution of animal market monitoring committees and animal market committees would disturb a well established structure, which was in accordance with the karnataka agricultural produce marketing (regulation) act.
Ram	HT	uttar pradesh, telangana and andhra pradesh have announced loan waivers on their own and maharashtra will have to follow the same, ram told reporters.
Ram	HT	uttar pradesh, telangana and andhra pradesh have announced loan waivers on their own and maharashtra will have to follow the same, ram told reporters.
Ram	HT	we apprised cm yogi about the current situation and requested him to do alleviate the plight of our farmers who were framed, ram said.
Ram	HT	ram ram , a political analyst and former professor, haryana agricultural university, hissar, said that caste plays a major role in elections in the region.
Ram	HT	while gst is unlikely to be a positive for economic growth in the short term, crisils ram said the reform will improve the ease of doing business, bolster investor sentiment and lure more foreign investment in coming years.
Ram	HT	i have no money, said ram , a farmer from the karur district in tamil nadu, who has been protesting at jantar mantar for over three weeks now.
Ram	HT	1:45 pm: aiadmks g ram ram says tamil nadu is concerned about the impact gst will have on its fiscal autonomy.
Ram	HT	countries that rolled out gst have witnessed higher economic growth, says udit ram , adding that an online database of taxes will increase transparency.
Ram	HT	commerce minister ram on saturday said the goods and services tax (gst) will help improve indias export growth.
Ram	HT	the way the fitment discussions have happened in the gst council and the way commodities and services have been treated, gst is only going to help in improving our exports, ram said here, briefing on three years of initiatives and achievements of the commerce ministry.
Ram	Telegraph	ramanan ram , a senior research scholar at the princeton environment institute, said causes of air pollution in india were more easily correctable than in china, like the burning of paddy straw by northern indian farmers after they harvest it.
Ram	Telegraph	8: finance minister ram today announced the setting up of two committees to sort out issues hampering the implementation of the goods and services tax (gst).
Ram	Telegraph	experience has shown that price shocks in items under the act have been minimal, says ram , director of the national centre for agricultural economics and policy research.
Ram	Telegraph	nagaon deputy commissioner p. ashok ram said the initial drought-like situation pushed the administration to move dispur for timely initiative to safeguard the interest farmers and the government pledged to do so.
Ram	Telegraph	allowing fdi in multi-brand retail will bring in much needed investments, technologies and efficiencies to unlock the true potential of the agricultural value chain, ram said.
Ram	Telegraph	ram prasad ram , secretary of the jamuna valley dairy cooperative society said the banks intervention has resulted in more income to the farmers which has motivated the producers to concentrate on cattle rearing.
Ram	Telegraph	ranchi mp ram said that union agriculture minister radha mohan singh, chief minister raghubar das and other senior central leaders of the party were expected to attend the programme.
Ram	Telegraph	therefore, we have come up with this new idea so that the villagers can save their agricultural produce and also take shelter during the floods, tinsukia deputy commissioner s.s. meenakshi ram told the telegraph today.
Ram	Telegraph	in the absence of the comprehensive goods and services tax (gst), if the duty sops are removed, auto component makers will face margin pressures as they will not be able to hike prices on export products, ram said.
Ram	NIE	union minister ram said that the congress is indulging in fear-mongering on demonetisation.
Ram	NIE	this is an attempt to break the unity of the opposition on the issue of demonetisation, congress general secretary c p ram told reporters in new delhi.
Ram	NIE	speaking to reporters after the congress legislature party meeting on friday morning, kpcc president g ram , who is yet to be relieved as home minister, said that all cases registered against farmers during protests, whether it was cauvery riots, mahadayi waters issue or protests by sugarcane growers seeking payment of their dues, would be withdrawn.
Ram	NIE	in his speech, karnataka chief minister ram said the gst has forged a new model of cooperative decentralisation in the country.
Ram	NIE	skeptical about up farm loan waiveron the uttar pradesh government waiving farm loans, benefiting 86 lakh farmers, ram said he does not know if the centre had chipped in.
Ram	NIE	ridiculing the idea of cashless economy, ram said nowhere in the world has such kind of economy been fully implemented.
Ram	NIE	speaking to select media on the completion of two-and-a-half years rule of telangana rashtra samithi (trs) government on friday, ram said the government would try to overcome the demonetisation problems and speed up the government activities in the second half of the rule.
Ram	NIE	the demonetisation step is irreversible, ram said.
Ram	NIE	speaking on mondays protests against demonetisation, ram said they were not opposed to taking action against hoarders or eliminating fake currency.
Ram	NIE	after the meeting, ram told reporters that the veteran congress leader has asked the government to pay cash compensation to farmers in cauvery basin who have suffered crop losses due to non-release of water through the canals.
Ram	NIE	former chief economic adviser arvind ram said cross-border ease of doing business has not improved and corporate tax reforms need to be undertaken.
Ram	NIE	on a days visit to odisha to participate in sabka saath sabka vikas (sssv) sammelan and other programmes organised by bjp to celebrate completion of three years by narendra modi government at the centre, ram said waiver of farm loans depends on the financial viability of individual state.
Ram	NIE	responding to a question on the police firing on farmers in madhya pradesh, ram said the problem being faced by farmers now has not been created overnight.
Ram	NIE	challenging congress vice-president rahul gandhi to come clean on loan waiver to big business houses, ram said non-performing assets worth lakhs of crores of rupees were waived off during upa rule.
Ram	NIE	in his message, ram said the state hit by monsoon failure and drought will be blessed with a good north east monsoon that will raise the hopes for rabi crops.
Ram	NIE	during a debate in the assembly on drought situation in the state on the first day of the budget session on thursday, ram ram claimed that ysr interest-free loan scheme, announced by the chief minister, was nothing new, but an old one introduced by the kiran kumar reddy government and that the tdp government continued the same after 2014.
Ram	NIE	we told farmers what we could do in five years and we did it, ram said and sat back, while the chief minister was found laughing at the reaction of the former.
Ram	NIE	also, many other parts of india face drought at some time or the other, says r ram , senior scientist, indian council for agriculture research.
Ram	NIE	agriculture joint director g ram said that paddy crops in 600 hectares had been inundated in the ichchapruam region including kaviti and kanchili mandals.
Ram	NIE	chief minister ram who was in a hurry to return to the state capital to chair an all party meeting, said the government decided to keep the festivities low key as the state is battling continuous droughts.
Ram	NIE	vijayawada: the decision of demonetisation of rs 1,000 and rs 500 currency would help both the centre and states garner more revenue, but the black money hoarders would search for alternatives to protect their illegal money and the centre should be well prepared to deal with it, finance minister ram said here on friday.
Ram	NIE	opposition leader ram ram said the cabinet should take a decision on it without passing the ball to the kerala state farmers debt relief commission.
Ram	NIE	while 20 farmers had committed suicide during the previous ldf governments term, the udf tenure was largely free of farmer suicides, ram said.
Ram	NIE	kochi: chief economic advisor ram has said demonetisation can be called successful only if the amount of currency in circulation comes down over time and there is an increase in tax compliance.
Ram	NIE	the guiding principle in fixing the gst rates is that it should not exceed the combined rate of vat+ central excise/service tax lest it would trigger inflation and hardship to the consumers, state finance minister ram said in a letter to union finance minister arun jaitley.
Ram	NIE	chief secretary tom ram said the government decided to extend the moratorium considering the pathetic state of farmers.
Ram	NIE	bengaluru: chief minister ram on saturday asked the union government why raids and arrests in connection with unaccounted money were carried out only in states not ruled by bjp.
Ram	NIE	home minister g ram said, modi, who falsely promised he will change the 70-year-old economy in 50 days, does not have answers on how much black money is present in the country and how much is with terrorists.
Ram	NIE	chief minister ram said, we are committed to protect the interest of farmers and people of karnataka.
Ram	NIE	prior to tabling the bill, chief minister ram said gst was the brainchild of the upa government, and it was started by then finance minister p chidambaram.
Ram	NIE	karnataka was not releasing water for its own farmers, as the available storage has been reserved to meet the drinking water needs of bengaluru and other cities, ram told the team of 20 farmers associations from tamil nadu, led by former rajya sabha mp and the leader of dmks farmers wing, kp ramalingam.
Ram	NIE	he said the farmers in karnataka would take to the streets if their government decided to discharge water for tamil nadu, ram told express.
Ram	NIE	responding to a starred question by congress mlc h m revanna in the legislative council, ram said that around 2,000 farmers had applied for subsidies for installing shade nets and polyhouses in their field.
Ram	NIE	andhra pradesh finance minister ram said the gst council in the 10th meeting discussed the draft model gst law provisions and drat compensation law which are vetted by the law ministry.
Ram	NIE	and across the states, we find an urge now, that they want to get out of the rigmarole and see brighter ways, ram said, adding that the roll out of the gst, aadhar platform and mobile connectivity were creating conditions for inclusive growth.
Ram	NIE	farmers in the malaprabha river basin are losing patience since the dispute has been referred to a tribunal which could take a long time to deliver its final order, ram said.
Ram	NIE	in four days, the price crashed from rs 100 per kg to rs 65 per kg, said s ram , a farmer from maharajapuram near tirukkattupalli.
Ram	NIE	by ptine delhi: prime minister narendra modi-led government in its second term will implement more economic reforms, raise investment in the farm sector, provide collateral-free loans to entrepreneurs and further simplify gst to boost economic growth, president ram said on thursday.
Ram	NIE	calling the new rules as unconstitutional, ram said that when the cattle grow old and become unproductive for farmers, the new rules prevent farmers from selling them.
Ram	NIE	new delhi: terming the company formed to create it backbone for rollout of gst as anti-national, bjp mp ram today said the goods and services tax (gst) bill can be passed by parliament only if gstn gets security clearancethe goods and services tax network (gstn) is the special purpose vehicle that was formed under the previous upa regime to set up the information technology backbone for rolling out the indirect tax regime that will replace myriad local levies.
Ram	NIE	even as the increased provisions for infrastructure, railways, roads, ports and agriculture to double the farmers income in the last five years is praiseworthy, ram said yet the expectations of corporate sector, industry and trading bodies were not fully met.
Ram	NIE	kr ram , congress floor leader, said though the state government had promised that it would not allow hydrocarbon project in neduvasal, it was not clear how agreements entered into between the local farmers with the ongc for acquiring the lands would be cancelled.
Ram	NIE	legislators taking part in a discussion on the drought situation of the state in belagavi on wednesday | rajesh sadarebelagavi: chief minister ram has asked the district ministers to visit villages and ensure drought relief works are carried out expeditiously.
Ram	NIE	when the members pressed for waiving of farm loans, ram said farmers have availed rs 10,000 crore from co-operative banks and rs 35,000 crore from commercial banks.
Ram	NIE	had this been in chhattisgarh, farmers would have got all the help by now and situation would have been different, ram said.
Ram	NIE	todays change should probably bring it down, said ram , adding that the mood at the gst council meeting was very good.
Ram	NIE	we will be recalibrating three more atms, said b vijay ram , the dgm of andhra bank.
Ram	NIE	association president ram said, wallajah lake, which is under pwds control, receives water from neyveli mines and villages in this area use the lake water for drinking and agricultural purposes.
Ram	NIE	chief minister ram said that he has directed the cops to release farmers.
Ram	NIE	vijayawada: chief minister n chandrababu ram said on sunday that drone technology will be used in tourism, agriculture, mines, forests, irrigation projects, maintenance of law and order and municipal administration for real-time governance.
Ram	NIE	on a day's visit to participate in the sabka saath sabka vikas (sssv) sammelan and other programmes organised by the bjp to mark three years of the narendra modi government at the centre, ram said the waiver of farm loans depends on the financial viability of individual states.
Ram	NIE	on the first day in office as the chief minister, ram announced housing loan waiver for dalits and backward classes and introduced shaadi bhagya for minorities.
Ram	NIE	the sale of land and immovable property should be part of gst so that input tax credit can flow freely in the system, ram said at a conference.
Ram	NIE	admitting that demonetisation has affected finances of the state, finance minister ram said that there is a decrease in tax revenues for the last four months -- from november, 2016 to february, 2017.
Ram	NIE	by ptiwashington: demonetisation and the goods and services tax (gst) are the two major headwinds that held back india's economic growth last year, former rbi governor ram has said, asserting that the current seven per cent growth rate is not enough to meet the country's needs.
Ram	NIE	bengaluru: anti-land grabbing action committee convener a t ram said action will be taken against land grabbers who have converted black money by buying agricultural land.
Ram	NIE	agriculture and policy expert devinder ram said that difficulty in getting claims and a lower amount of claims made in many cases are some of the main reasons behind the reduction in the number of beneficiaries.
Ram	NIE	he was tired as the government is not listening to us, ram , one of the farmers, told ians.
Ram	NIE	about 33 lakh farmers have obtained farm loans worth rs 42,000cr from nationalised banks and 23 lakh farmers have drawn loans worth rs10,500cr through co-operative banks in the state, ram said.
Ram	NIE	amid loud chants by bjp members saying the country will not tolerate the insult to the pm, ram said education, agriculture, health sectors and job creation were the major challenges facing the country and the bjp-led nda government had not addressed them in nearly four years of its rule.
Ram Nath Kovind	HT	in his speech to the joint sitting of both houses, president ramnathkovind said, the campaign against black money will be taken forward at a faster pace.
Ram Nath Kovind	TOI	read morenew delhi: the campaign against black money will be taken forward at a faster pace, president ramnathkovind said in his address to parliament on thursday and vowed that the government will make the zero tolerance policy against corruption more comprehensive and effective.
Read	NIE	a revanth read , telangana tdp floor leader in the state assembly, said in his petition that several farmers in the state have been facing hardships due to supply of fake seeds.
Read	NIE	read: pm modi coins new acronyms for bc and ad to take a swipe at congress, says it is 'before congress' and after dynasty'for the first time in india's history, a government has spoken about doubling of farmer's income rather than giving them loan waivers as promised by opposition as a part of their election propaganda.
Sanjeev Kumar	Telegraph	the project cost worked out to rs 18 lakh, involving 150 mushroom farmers, sanjeevkumar said.
Sarbananda Sonowal	Telegraph	farmers aidguwahati: assam chief minister sarbanandasonowal on monday said the state government had envisaged to provide accident insurance coverage to one lakh fish farmers.
Satya Nadella	NIE	new delhi: microsoft ceo satyanadella on wednesday announced the integration of skype and aadhaar to launch the skype lite for low speed mobile internet connections, which will be supported by aadhaar and will enable technology that can empower people and organisations.
Shashi Tharoor	Telegraph	amendments must be made to the aadhaar act, 2016, after the enactment of a data protection law, in order to bring the act in consonance with the data protection framework, shashitharoor said.
Shashi Tharoor	NIE	demonetisation was a bad idea implemented badly and gst was a good idea implemented badly, shashitharoor said.
Shashi Tharoor	NIE	initiating the debate on the proposed legislation, congress member shashitharoor said his party was initially not happy with the final shape of the gst bill but went on to support it in keeping with the spirit in which the bill had been prepared by the congress.
Shashi Tharoor	DecH	responding to a question on the present nda government bringing back black money, shashitharoor said what the current government has brought back is the money that the previous government was already in the course of getting back.
Shashi Tharoor	IE	congress mp shashitharoor (pti photo) congress mp shashitharoor (pti photo)attacking the government over demonetisation, congress leader shashitharoor tuesday said there has been no positive impact on the economy due to note ban.
Shashi Tharoor	IE	speaking in lok sabha after prime minister narendra modis fiery speech earlier in the day in the house, shashitharoor said, even the rbi has said that demonetisation did not bring the change as promised by the government.
Shashi Tharoor	IE	questioning the governments move to replace rs 1,000 and rs 500 notes with new ones, shashitharoor said it has only added to corruption.
Shashi Tharoor	IE	speaking in lok sabha after prime minister narendra modis fiery speech earlier in the day in the house, shashitharoor said, even the rbi has said that demonetisation did not bring the change as promised by the government.
Shashi Tharoor	IE	we would certainly like a good, constructive and positive gst bill to be passed in the interest of the nation, but not a bill with the kind of flaws that the nda version of the bill has, congress leader shashitharoor told ani.
Shashi Tharoor	IE	denouncing demonetisation, shashitharoor said that there was no positive effect of demonetisation on the economy.
Shivraj Singh Chouhan	NIE	bhopal: facing heat over farmers' agitation, madhya pradesh chief minister shivrajsinghchouhan today said he will sit on a fast tomorrow at the dussehra maidan in the state capital and hear the grievances of the cultivators.
Shivraj Singh Chouhan	NIE	at least five farmers were killed and three others injured | ptibhopal: madhya pradesh chief minister shivrajsinghchouhan has announced a compensation of rs 1 crore each for the next of kin of five farmers who were killed during alleged police firing in mandsaur district.
Shivraj Singh Chouhan	NIE	open for dialogue: chouhanmadhya pradesh chief minister shivrajsinghchouhan on thursday said the state government was open for a dialogue with farmers to iron out the differences.
Shivraj Singh Chouhan	NIE	bhopal: as western madhya pradesh reels under violent protest by farmers over loan waiver and better price for their produce, chief minister shivrajsinghchouhan today said the state government was open for a dialogue to iron out the differences and once again appealed them to maintain peace.
Shivraj Singh Chouhan	NIE	bhopal: before ending his 28-hour-long fast, madhya pradesh chief minister shivrajsinghchouhan today announced a series of measures for farmers, including declaring purchase of farm produce below the minimum support a criminal act.
Shivraj Singh Chouhan	NIE	bhopal: farmers' protest continued unabated in many parts of western madhya pradesh today even as chief minister shivrajsinghchouhan said his government is taking all necessary steps to address the issues of agitating farmers.
Shivraj Singh Chouhan	HT	in madhya pradesh, where five farmers were shot dead by police during a protest on june 6, chief minister shivrajsinghchouhan said purchasing farm produce at rates lower than the minimum support price (msp) will be treated as a crime.
Shivraj Singh Chouhan	HT	taking note of the escalating violence, chief minister shivrajsinghchouhan announced that he would observe an indefinite fast at the bhel dussehra maidan in bhopal from 11 am on saturday to bring farmer leaders to the table for peaceful negotiations.
Shivraj Singh Chouhan	HT	madhya pradesh chief minister shivrajsinghchouhan on saturday announced the setting up of commission which would assess the input cost of agriculture produce, and said he was pained to see the violence in the state during the farmers agitation.
Shivraj Singh Chouhan	HT	madhya pradesh chief minister shivrajsinghchouhan on sunday announced loans for farmers and their wards under an entrepreneurship scheme, in his maiden talk show, dil se, akin to prime minsiter narendra modis monthly radio address, mann ki baat.
Shivraj Singh Chouhan	HT	budget reactionsterming the budget as historic, chief minister shivrajsinghchouhan said it was largely a budget designed for the welfare of farmers, development of the poor and a budget that empowers women.
Shivraj Singh Chouhan	HT	instead, chief minister shivrajsinghchouhan announced a new incentive scheme in which a farmer gets 10  subsidy on the principal amount while repaying the loan.
Shivraj Singh Chouhan	IE	at almost every campaign rally in madhya pradesh, bjp leader shivrajsinghchouhan asks the audience if there are any beneficiaries of the congress governments farm loan waiver scheme and the crowd usually responds with a resounding no.
Shivraj Singh Chouhan	IE	terming it as his scheme aimed at increasing productivity, chief minister shivrajsinghchouhan said the farmers will be paid rs 200 bonus on every quintal they sold to the government in the last rabi season.
Shivraj Singh Chouhan	IE	chief minister shivrajsinghchouhan on monday claimed that nearly rs 30,000 crore reached farmers bank accounts in the last one year.
Shivraj Singh Chouhan	IE	(source: ani_news/twitter) shivrajsinghchouhan said his government was pro-farmer and recalled efforts underway to make farming a profitable business in mp.
Shivraj Singh Chouhan	IE	last week, chief minister shivrajsinghchouhan announced in the assembly that farmers need not worry; we will buy doda chura from them and burn it.
Shivraj Singh Chouhan	IE	meanwhile, in an effort to cool tempers, chief minister shivrajsinghchouhan announced more sops for the farmers.
Shivraj Singh Chouhan	IE	madhya pradesh chief minister shivrajsinghchouhan announced a slew of schemes aimed to benefit farmers.
Shivraj Singh Chouhan	IE	(file photo)making yet another pro-farmer announcement in election year, chief minister shivrajsinghchouhan on sunday said a board on the lines of apeda (agricultural and processed food products export development authority) will be set up in madhya pradesh to help farmers export and get remunerative price for their produce.
Shivraj Singh Chouhan	IE	chief minister shivrajsinghchouhan said his administration is implementing every demand raised by the farmers(file photo) chief minister shivrajsinghchouhan said his administration is implementing every demand raised by the farmers(file photo)in a move to quell the tension that arose after farmers protest turned violent on tuesday in madhya pradesh, chief minister shivrajsinghchouhan on wednesday said his administration is implementing every demand raised by the farmers.
Shivraj Singh Chouhan	IE	madhya pradesh chief minister shivrajsinghchouhan (file photo) madhya pradesh chief minister shivrajsinghchouhan (file photo)madhya pradesh chief minister shivrajsinghchouhan has said that the state government would provide rs 25,000 as financial assistance to the farmers, who lost 50 per cent of their crops during the recent hailstorm, for marriage of their daughters.
Shivraj Singh Chouhan	IE	(file photo)farmers protest continued unabated in many parts of western madhya pradesh on monday even as chief minister shivrajsinghchouhan said his government is taking all necessary steps to address the issues of agitating farmers.
Shivraj Singh Chouhan	IE	madhya pradesh farmers protest: chief minister shivrajsinghchouhan said on friday he will sit on a fast.
Shivraj Singh Chouhan	IE	(source: ani/twitter) madhya pradesh farmers protest: chief minister shivrajsinghchouhan said on friday he will sit on a fast.
Shivraj Singh Chouhan	IE	(source: ani/twitter)as the farmers protests spread closer to bhopal on friday, three days after five were killed in police firing in mandsaur, madhya pradesh chief minister shivrajsinghchouhan announced that he would begin an indefinite fast on saturday, until peace is restored in the state.
Shivraj Singh Chouhan	IE	before ending his 28-hour-long fast, madhya pradesh chief minister shivrajsinghchouhan on sunday announced a series of measures for farmers, including declaring purchase of farm produce below the minimum support a criminal act.
Shivraj Singh Chouhan	IE	bhopal: madhya pradesh chief minister shivrajsinghchouhan (pti photo) bhopal: madhya pradesh chief minister shivrajsinghchouhan (pti photo)in the wake of escalating farmers agitation, madhya pradesh chief minister shivrajsinghchouhan has said he will sit on a fast on saturday in order to bring about peace and that he will hear grievances of the agitated farmers, who have been protesting since june 1 demanding loan waiver and better prices for the farm produce, among other things.
Shivraj Singh Chouhan	IE	chief minister shivrajsinghchouhan had on monday said that his government is taking all necessary steps to address the issues of the agitating farmers.
Shivraj Singh Chouhan	Telegraph	madhya pradesh chief minister shivrajsinghchouhan of the bjp also announced several measures, including bonus above the minimum support price to ensure farmers get fair prices for their produce.
Shivraj Singh Chouhan	TOI	bhopal: chief minister shivrajsinghchouhan on saturday announced major sops for farmers, including an export agency to help them sell their produce outside the country and bonus of rs 100 per quintal for gram, lentil and mustard in addition to msp .
Shivraj Singh Chouhan	TOI	barwani / khargone: former chief minister shivrajsinghchouhan on tuesday said kamal nath government cheated farmers in loan waiver scheme and now it will do the same through nyay.
Shivraj Singh Chouhan	TOI	as the centre is yet to take a stand of bhavantar, we have decided that garlic and onion will continue to be included but farmers will have to sell gram, lentil and mustard at msp, which the government will ensure, chief minister shivrajsinghchouhan told reporters at a hurriedly-called press conference on friday evening.
Shukla	NIE	65 lakh current accounts and savings accounts have been linked with the unique identification number, and a total of 6811 aadhaar enrolment/update centres are operational in bank branches, minister of state (mos) for finance, shiv shukla said on friday, in a written reply to a question in lok sabha.
Shukla	NIE	citing provisions under the aadhaar act, 2016, shukla said no core biometric information, collected or created under the act, shall be shared with anyone for any reason whatsoever; or used for any purpose other than generation of aadhaar numbers and authentication under the act.
Shukla	NIE	the provisions contained in rule 122 to 137 have been provided in cgst rules, 2017, to deal with such complaints, minister of state for finance, shiv shukla told parliament on friday.
Shukla	Telegraph	since the rate of cess shall be such so as to maintain the pre-gst tax incidence on such goods therefore there may not be much difference in total tax incidence (tax plus cess) on these goods between the pre-gst and post-gst regime, shukla said.
Shukla	Telegraph	in a separate reply, shukla said the gst anti-profiteering authority has till december 26 received 169 complaints alleging suppliers of goods have not passed on benefit of cost cuts.
Shukla	IE	(source: ap)with uncertainly prevailing over the fate of ipl matches in drought-hit maharashtra, ipl chairman shukla shukla on friday said they are committed to the welfare of the farmers and will do whatever is suggested to them.
Shukla	IE	speaking at the opening ceremony for the ninth edition of the hugely-popular league, shukla said, the ipl and bcci are committed to the welfare of the farmers.
Shukla	IE	as bjp members including venkaiah naidu,najma heptulla and ravi shankar prasad disagreed and were up on their feet demanding immediate discussion on the chopper deal and defence minister a k antonys response on it,shukla said a debate on farmers problems was slated for tomorrow on naidus demand and if he agreed to change it government can discuss the chopper deal tomorrow itself.
Siddaramaiah	TOI	they are not interested in farmers' welfare, siddaramaiah said.
